,bea_code,category,date,ADVANCE,THIRD,abs_third_simple,abs_third,third_less_adv,abs_third_less_adv_simple,abs_third_less_adv,line,year,month,date_t
1008,A253RY2,Goods - A253RY2,2011_Q4,0.48,0.36,0.36,0.36,-0.12,0.12,0.12,47.0,2011,10,2011-10-01
1009,A253RY2,Goods - A253RY2,2012_Q1,0.39,0.37,0.37,0.37,-0.02,0.02,0.02,47.0,2012,1,2012-01-01
1010,A253RY2,Goods - A253RY2,2012_Q2,0.58,0.67,0.67,0.67,0.09,0.09,0.09,47.0,2012,4,2012-04-01
1011,A253RY2,Goods - A253RY2,2012_Q3,-0.35,0.11,0.11,0.11,0.46,0.46,0.46,47.0,2012,7,2012-07-01
1012,A253RY2,Goods - A253RY2,2012_Q4,-0.8,-0.5,0.5,0.5,0.3,0.3,0.3,47.0,2012,10,2012-10-01
1013,A253RY2,Goods - A253RY2,2013_Q1,0.34,-0.25,0.25,0.25,-0.59,0.59,0.59,47.0,2013,1,2013-01-01
1014,A253RY2,Goods - A253RY2,2013_Q2,0.49,0.84,0.84,0.84,0.35,0.35,0.35,47.0,2013,4,2013-04-01
1015,A253RY2,Goods - A253RY2,2013_Q3,0.58,0.52,0.52,0.52,-0.06,0.06,0.06,47.0,2013,7,2013-07-01
1016,A253RY2,Goods - A253RY2,2013_Q4,1.34,1.06,1.06,1.06,-0.28,0.28,0.28,47.0,2013,10,2013-10-01
1017,A253RY2,Goods - A253RY2,2014_Q1,-1.19,-1.12,1.12,1.12,0.07,0.07,0.07,47.0,2014,1,2014-01-01
1018,A253RY2,Goods - A253RY2,2014_Q2,1.14,1.26,1.26,1.26,0.12,0.12,0.12,47.0,2014,4,2014-04-01
1019,A253RY2,Goods - A253RY2,2014_Q3,0.99,0.69,0.69,0.69,-0.3,0.3,0.3,47.0,2014,7,2014-07-01
1020,A253RY2,Goods - A253RY2,2014_Q4,0.18,0.22,0.22,0.22,0.04,0.04,0.04,47.0,2014,10,2014-10-01
1021,A253RY2,Goods - A253RY2,2015_Q1,-1.26,-1.09,1.09,1.09,0.17,0.17,0.17,47.0,2015,1,2015-01-01
1022,A253RY2,Goods - A253RY2,2015_Q2,0.57,0.55,0.55,0.55,-0.02,0.02,0.02,47.0,2015,4,2015-04-01
1023,A253RY2,Goods - A253RY2,2015_Q3,0.06,-0.07,0.07,0.07,-0.13,0.13,0.13,47.0,2015,7,2015-07-01
1024,A253RY2,Goods - A253RY2,2015_Q4,-0.46,-0.45,0.45,0.45,0.01,0.01,0.01,47.0,2015,10,2015-10-01
