code,date,value
DODGRY2,1/1/2014,0.01
DNDGRY2,1/1/2014,0.04
DFXARY2,1/1/2014,0
DCLORY2,1/1/2014,0.03
DGOERY2,1/1/2014,0.04
DONGRY2,1/1/2014,0.05
DSERRY2,1/1/2014,1.35
DHCERY2,1/1/2014,1.34
DHUTRY2,1/1/2014,0.19
DHLCRY2,1/1/2014,1.35
DTRSRY2,1/1/2014,0.12
DRCARY2,1/1/2014,0.18
DFSARY2,1/1/2014,0.06
DIFSRY2,1/1/2014,0.35
DOTSRY2,1/1/2014,0.18
DNPIRY2,1/1/2014,0.01
DNPERY2,1/1/2014,0.87
DNPSRY2,1/1/2014,0.86
A006RY2,1/1/2014,0.63
A007RY2,1/1/2014,1.35
A008RY2,1/1/2014,1.25
A009RY2,1/1/2014,0.5
Y033RY2,1/1/2014,0.52
Y034RY2,1/1/2014,0.35
B935RY2,1/1/2014,0.08
A937RY2,1/1/2014,0.27
A680RY2,1/1/2014,0.13
A681RY2,1/1/2014,0.11
A862RY2,1/1/2014,0.08
Y001RY2,1/1/2014,0.24
B985RY2,1/1/2014,0.1
Y006RY2,1/1/2014,0.12
Y020RY2,1/1/2014,0.02
A011RY2,1/1/2014,0.09
A014RY2,1/1/2014,0.72
B018RY2,1/1/2014,0.28
A015RY2,1/1/2014,0.44
A019RY2,1/1/2014,0.56
A020RY2,1/1/2014,0.12
A253RY2,1/1/2014,0.25
A646RY2,1/1/2014,0.13
A021RY2,1/1/2014,0.68
A255RY2,1/1/2014,0.82
A656RY2,1/1/2014,0.15
A822RY2,1/1/2014,0.09
A823RY2,1/1/2014,0.03
A824RY2,1/1/2014,0.1
A997RY2,1/1/2014,0.14
A788RY2,1/1/2014,0.04
A825RY2,1/1/2014,0.07
A542RY2,1/1/2014,0.07
A798RY2,1/1/2014,0
A829RY2,1/1/2014,0.11
A991RY2,1/1/2014,0.02
A799RY2,1/1/2014,0.1
A191RL1,4/1/2014,0.6
DPCERY2,4/1/2014,0.91
DGDSRY2,4/1/2014,0.11
DDURRY2,4/1/2014,0.03
DMOTRY2,4/1/2014,0.01
DFDHRY2,4/1/2014,0
DREQRY2,4/1/2014,0
DODGRY2,4/1/2014,0.03
DNDGRY2,4/1/2014,0.13
DFXARY2,4/1/2014,0.07
DCLORY2,4/1/2014,0.01
DGOERY2,4/1/2014,0.04
DONGRY2,4/1/2014,0.02
DSERRY2,4/1/2014,0.8
DHCERY2,4/1/2014,0.92
DHUTRY2,4/1/2014,0.24
DHLCRY2,4/1/2014,0.55
DTRSRY2,4/1/2014,0.03
DRCARY2,4/1/2014,0.1
DFSARY2,4/1/2014,0.11
DIFSRY2,4/1/2014,0.02
DOTSRY2,4/1/2014,0.09
DNPIRY2,4/1/2014,0.12
DNPERY2,4/1/2014,0.31
DNPSRY2,4/1/2014,0.43
A006RY2,4/1/2014,0.58
A007RY2,4/1/2014,0.04
A008RY2,4/1/2014,0.12
A009RY2,4/1/2014,0.15
Y033RY2,4/1/2014,0.02
Y034RY2,4/1/2014,0.05
B935RY2,4/1/2014,0.02
A937RY2,4/1/2014,0.06
A680RY2,4/1/2014,0.06
A681RY2,4/1/2014,0.08
A862RY2,4/1/2014,0.01
Y001RY2,4/1/2014,0.05
B985RY2,4/1/2014,0.06
Y006RY2,4/1/2014,0.03
Y020RY2,4/1/2014,0.01
A011RY2,4/1/2014,0.08
A014RY2,4/1/2014,0.54
B018RY2,4/1/2014,0
A015RY2,4/1/2014,0.53
A019RY2,4/1/2014,0.37
A020RY2,4/1/2014,0.05
A253RY2,4/1/2014,0.05
A646RY2,4/1/2014,0.1
A021RY2,4/1/2014,0.33
A255RY2,4/1/2014,0.43
A656RY2,4/1/2014,0.1
A822RY2,4/1/2014,0.09
A823RY2,4/1/2014,0.03
A824RY2,4/1/2014,0.07
A997RY2,4/1/2014,0.06
A788RY2,4/1/2014,0.01
A825RY2,4/1/2014,0.04
A542RY2,4/1/2014,0.02
A798RY2,4/1/2014,0.02
A829RY2,4/1/2014,0.06
A991RY2,4/1/2014,0.01
A799RY2,4/1/2014,0.04
A191RL1,7/1/2014,0.8
DPCERY2,7/1/2014,1.12
DGDSRY2,7/1/2014,0.21
DDURRY2,7/1/2014,0.01
DMOTRY2,7/1/2014,0.06
DFDHRY2,7/1/2014,0.04
DREQRY2,7/1/2014,0.01
DODGRY2,7/1/2014,0.03
DNDGRY2,7/1/2014,0.19
DFXARY2,7/1/2014,0.02
DCLORY2,7/1/2014,0.04
DGOERY2,7/1/2014,0.07
DONGRY2,7/1/2014,0.07
DSERRY2,7/1/2014,0.9
DHCERY2,7/1/2014,0.93
DHUTRY2,7/1/2014,0.08
DHLCRY2,7/1/2014,0.37
DTRSRY2,7/1/2014,0.1
DRCARY2,7/1/2014,0.2
DFSARY2,7/1/2014,0
DIFSRY2,7/1/2014,0.11
DOTSRY2,7/1/2014,0.29
DNPIRY2,7/1/2014,0.02
DNPERY2,7/1/2014,0.05
DNPSRY2,7/1/2014,0.07
A006RY2,7/1/2014,1.05
A007RY2,7/1/2014,0.49
A008RY2,7/1/2014,0.44
A009RY2,7/1/2014,0.16
Y033RY2,7/1/2014,0.51
Y034RY2,7/1/2014,0.07
B935RY2,7/1/2014,0.01
A937RY2,7/1/2014,0.09
A680RY2,7/1/2014,0.2
A681RY2,7/1/2014,0.19
A862RY2,7/1/2014,0.46
Y001RY2,7/1/2014,0.09
B985RY2,7/1/2014,0.09
Y006RY2,7/1/2014,0
Y020RY2,7/1/2014,0.01
A011RY2,7/1/2014,0.05
A014RY2,7/1/2014,0.56
B018RY2,7/1/2014,0.07
A015RY2,7/1/2014,0.63
A019RY2,7/1/2014,0.93
A020RY2,7/1/2014,0.79
A253RY2,7/1/2014,0.44
A646RY2,7/1/2014,0.35
A021RY2,7/1/2014,0.14
A255RY2,7/1/2014,0.21
A656RY2,7/1/2014,0.07
A822RY2,7/1/2014,0.5
A823RY2,7/1/2014,0.41
A824RY2,7/1/2014,0.47
A997RY2,7/1/2014,0.46
A788RY2,7/1/2014,0.01
A825RY2,7/1/2014,0.06
A542RY2,7/1/2014,0.04
A798RY2,7/1/2014,0.01
A829RY2,7/1/2014,0.08
A991RY2,7/1/2014,0.04
A799RY2,7/1/2014,0.05
A191RL1,10/1/2014,0.5
DPCERY2,10/1/2014,0.01
DGDSRY2,10/1/2014,0.29
DDURRY2,10/1/2014,0.1
DMOTRY2,10/1/2014,0.05
DFDHRY2,10/1/2014,0.01
DREQRY2,10/1/2014,0.03
DODGRY2,10/1/2014,0.03
DNDGRY2,10/1/2014,0.19
DFXARY2,10/1/2014,0.04
DCLORY2,10/1/2014,0.11
DGOERY2,10/1/2014,0.07
DONGRY2,10/1/2014,0.03
DSERRY2,10/1/2014,0.28
DHCERY2,10/1/2014,0.25
DHUTRY2,10/1/2014,0.1
DHLCRY2,10/1/2014,0.29
DTRSRY2,10/1/2014,0.07
DRCARY2,10/1/2014,0
DFSARY2,10/1/2014,0.01
DIFSRY2,10/1/2014,0.27
DOTSRY2,10/1/2014,0.26
DNPIRY2,10/1/2014,0.02
DNPERY2,10/1/2014,0.13
DNPSRY2,10/1/2014,0.11
A006RY2,10/1/2014,0.84
A007RY2,10/1/2014,0.02
A008RY2,10/1/2014,0.15
A009RY2,10/1/2014,0.04
Y033RY2,10/1/2014,0.19
Y034RY2,10/1/2014,0.07
B935RY2,10/1/2014,0
A937RY2,10/1/2014,0.07
A680RY2,10/1/2014,0.12
A681RY2,10/1/2014,0.03
A862RY2,10/1/2014,0.41
Y001RY2,10/1/2014,0
B985RY2,10/1/2014,0.06
Y006RY2,10/1/2014,0.05
Y020RY2,10/1/2014,0.01
A011RY2,10/1/2014,0.18
A014RY2,10/1/2014,0.85
B018RY2,10/1/2014,0.04
A015RY2,10/1/2014,0.81
A019RY2,10/1/2014,0.13
A020RY2,10/1/2014,0.34
A253RY2,10/1/2014,0.18
A646RY2,10/1/2014,0.16
A021RY2,10/1/2014,0.21
A255RY2,10/1/2014,0.02
A656RY2,10/1/2014,0.18
A822RY2,10/1/2014,0.14
A823RY2,10/1/2014,0.13
A824RY2,10/1/2014,0.11
A997RY2,10/1/2014,0.18
A788RY2,10/1/2014,0.07
A825RY2,10/1/2014,0.02
A542RY2,10/1/2014,0.02
A798RY2,10/1/2014,0
A829RY2,10/1/2014,0.01
A991RY2,10/1/2014,0.04
A799RY2,10/1/2014,0.05
A191RL1,1/1/2015,0.4
DPCERY2,1/1/2015,0.12
DGDSRY2,1/1/2015,0.2
DDURRY2,1/1/2015,0.05
DMOTRY2,1/1/2015,0.01
DFDHRY2,1/1/2015,0.03
DREQRY2,1/1/2015,0.05
DODGRY2,1/1/2015,0.01
DNDGRY2,1/1/2015,0.14
DFXARY2,1/1/2015,0.09
DCLORY2,1/1/2015,0.04
DGOERY2,1/1/2015,0.01
DONGRY2,1/1/2015,0.01
DSERRY2,1/1/2015,0.32
DHCERY2,1/1/2015,0.39
DHUTRY2,1/1/2015,0.16
DHLCRY2,1/1/2015,0.1
DTRSRY2,1/1/2015,0
DRCARY2,1/1/2015,0.05
DFSARY2,1/1/2015,0.05
DIFSRY2,1/1/2015,0.09
DOTSRY2,1/1/2015,0.04
DNPIRY2,1/1/2015,0.07
DNPERY2,1/1/2015,0.06
DNPSRY2,1/1/2015,0.13
A006RY2,1/1/2015,1.05
A007RY2,1/1/2015,0.92
A008RY2,1/1/2015,0.64
A009RY2,1/1/2015,0.53
Y033RY2,1/1/2015,0.14
Y034RY2,1/1/2015,0.07
B935RY2,1/1/2015,0.04
A937RY2,1/1/2015,0.03
A680RY2,1/1/2015,0.09
A681RY2,1/1/2015,0.15
A862RY2,1/1/2015,0.12
Y001RY2,1/1/2015,0.01
B985RY2,1/1/2015,0.06
Y006RY2,1/1/2015,0.09
Y020RY2,1/1/2015,0.02
A011RY2,1/1/2015,0.28
A014RY2,1/1/2015,0.13
B018RY2,1/1/2015,0.12
A015RY2,1/1/2015,0.01
A019RY2,1/1/2015,0.67
A020RY2,1/1/2015,0.15
A253RY2,1/1/2015,0.16
A646RY2,1/1/2015,0.01
A021RY2,1/1/2015,0.83
A255RY2,1/1/2015,0.81
A656RY2,1/1/2015,0.01
A822RY2,1/1/2015,0.14
A823RY2,1/1/2015,0.06
A824RY2,1/1/2015,0.07
A997RY2,1/1/2015,0.11
A788RY2,1/1/2015,0.04
A825RY2,1/1/2015,0.02
A542RY2,1/1/2015,0.01
A798RY2,1/1/2015,0.02
A829RY2,1/1/2015,0.08
A991RY2,1/1/2015,0.01
A799RY2,1/1/2015,0.09
A191RL1,4/1/2015,1.6
DPCERY2,4/1/2015,0.43
DGDSRY2,4/1/2015,0.16
DDURRY2,4/1/2015,0.04
DMOTRY2,4/1/2015,0.02
DFDHRY2,4/1/2015,0.02
DREQRY2,4/1/2015,0
DODGRY2,4/1/2015,0.04
DNDGRY2,4/1/2015,0.1
DFXARY2,4/1/2015,0
DCLORY2,4/1/2015,0.03
DGOERY2,4/1/2015,0.01
DONGRY2,4/1/2015,0.09
DSERRY2,4/1/2015,0.28
DHCERY2,4/1/2015,0.18
DHUTRY2,4/1/2015,0.01
DHLCRY2,4/1/2015,0.03
DTRSRY2,4/1/2015,0.07
DRCARY2,4/1/2015,0.03
DFSARY2,4/1/2015,0.02
DIFSRY2,4/1/2015,0.06
DOTSRY2,4/1/2015,0.13
DNPIRY2,4/1/2015,0.11
DNPERY2,4/1/2015,0.04
DNPSRY2,4/1/2015,0.15
A006RY2,4/1/2015,0.79
A007RY2,4/1/2015,0.69
A008RY2,4/1/2015,0.6
A009RY2,4/1/2015,0.22
Y033RY2,4/1/2015,0.28
Y034RY2,4/1/2015,0.18
B935RY2,4/1/2015,0.03
A937RY2,4/1/2015,0.16
A680RY2,4/1/2015,0.03
A681RY2,4/1/2015,0.03
A862RY2,4/1/2015,0.03
Y001RY2,4/1/2015,0.11
B985RY2,4/1/2015,0.03
Y006RY2,4/1/2015,0.12
Y020RY2,4/1/2015,0.02
A011RY2,4/1/2015,0.09
A014RY2,4/1/2015,0.1
B018RY2,4/1/2015,0.07
A015RY2,4/1/2015,0.17
A019RY2,4/1/2015,0.05
A020RY2,4/1/2015,0.03
A253RY2,4/1/2015,0.02
A646RY2,4/1/2015,0
A021RY2,4/1/2015,0.08
A255RY2,4/1/2015,0.06
A656RY2,4/1/2015,0.02
A822RY2,4/1/2015,0.32
A823RY2,4/1/2015,0.08
A824RY2,4/1/2015,0.07
A997RY2,4/1/2015,0.07
A788RY2,4/1/2015,0.01
A825RY2,4/1/2015,0
A542RY2,4/1/2015,0.01
A798RY2,4/1/2015,0
A829RY2,4/1/2015,0.25
A991RY2,4/1/2015,0.01
A799RY2,4/1/2015,0.24
A191RL1,7/1/2015,0.5
DPCERY2,7/1/2015,0.15
DGDSRY2,7/1/2015,0.09
DDURRY2,7/1/2015,0.01
DMOTRY2,7/1/2015,0.05
DFDHRY2,7/1/2015,0.02
DREQRY2,7/1/2015,0.04
DODGRY2,7/1/2015,0.01
DNDGRY2,7/1/2015,0.1
DFXARY2,7/1/2015,0.01
DCLORY2,7/1/2015,0.02
DGOERY2,7/1/2015,0.04
DONGRY2,7/1/2015,0.07
DSERRY2,7/1/2015,0.24
DHCERY2,7/1/2015,0.51
DHUTRY2,7/1/2015,0.05
DHLCRY2,7/1/2015,0.05
DTRSRY2,7/1/2015,0.04
DRCARY2,7/1/2015,0.06
DFSARY2,7/1/2015,0.03
DIFSRY2,7/1/2015,0.29
DOTSRY2,7/1/2015,0.12
DNPIRY2,7/1/2015,0.27
DNPERY2,7/1/2015,0.08
DNPSRY2,7/1/2015,0.34
A006RY2,7/1/2015,0.86
A007RY2,7/1/2015,0.13
A008RY2,7/1/2015,0.06
A009RY2,7/1/2015,0.1
Y033RY2,7/1/2015,0.26
Y034RY2,7/1/2015,0.15
B935RY2,7/1/2015,0.06
A937RY2,7/1/2015,0.09
A680RY2,7/1/2015,0.01
A681RY2,7/1/2015,0.08
A862RY2,7/1/2015,0.02
Y001RY2,7/1/2015,0.1
B985RY2,7/1/2015,0.05
Y006RY2,7/1/2015,0.08
Y020RY2,7/1/2015,0.02
A011RY2,7/1/2015,0.07
A014RY2,7/1/2015,0.73
B018RY2,7/1/2015,0.07
A015RY2,7/1/2015,0.66
A019RY2,7/1/2015,0.23
A020RY2,7/1/2015,0.15
A253RY2,7/1/2015,0.13
A646RY2,7/1/2015,0.02
A021RY2,7/1/2015,0.08
A255RY2,7/1/2015,0.09
A656RY2,7/1/2015,0.01
A822RY2,7/1/2015,0.02
A823RY2,7/1/2015,0
A824RY2,7/1/2015,0
A997RY2,7/1/2015,0
A788RY2,7/1/2015,0
A825RY2,7/1/2015,0
A542RY2,7/1/2015,0.01
A798RY2,7/1/2015,0.02
A829RY2,7/1/2015,0.01
A991RY2,7/1/2015,0.03
A799RY2,7/1/2015,0.05
A191RL1,10/1/2015,0.7
DPCERY2,10/1/2015,0.2
DGDSRY2,10/1/2015,0.17
DDURRY2,10/1/2015,0.04
DMOTRY2,10/1/2015,0.02
DFDHRY2,10/1/2015,0
DREQRY2,10/1/2015,0.02
DODGRY2,10/1/2015,0.04
DNDGRY2,10/1/2015,0.13
DFXARY2,10/1/2015,0.07
DCLORY2,10/1/2015,0.04
DGOERY2,10/1/2015,0.03
DONGRY2,10/1/2015,0.13
DSERRY2,10/1/2015,0.37
DHCERY2,10/1/2015,0.29
DHUTRY2,10/1/2015,0.02
DHLCRY2,10/1/2015,0.13
DTRSRY2,10/1/2015,0.09
DRCARY2,10/1/2015,0.2
DFSARY2,10/1/2015,0.01
DIFSRY2,10/1/2015,0.14
DOTSRY2,10/1/2015,0.01
DNPIRY2,10/1/2015,0.07
DNPERY2,10/1/2015,0.11
DNPSRY2,10/1/2015,0.18
A006RY2,10/1/2015,0.25
A007RY2,10/1/2015,0.03
A008RY2,10/1/2015,0.03
A009RY2,10/1/2015,0.01
Y033RY2,10/1/2015,0.03
Y034RY2,10/1/2015,0.08
B935RY2,10/1/2015,0.05
A937RY2,10/1/2015,0.02
A680RY2,10/1/2015,0.04
A681RY2,10/1/2015,0.07
A862RY2,10/1/2015,0.01
Y001RY2,10/1/2015,0.08
B985RY2,10/1/2015,0
Y006RY2,10/1/2015,0.07
Y020RY2,10/1/2015,0.01
A011RY2,10/1/2015,0.06
A014RY2,10/1/2015,0.23
B018RY2,10/1/2015,0.03
A015RY2,10/1/2015,0.26
A019RY2,10/1/2015,0.33
A020RY2,10/1/2015,0.06
A253RY2,10/1/2015,0.01
A646RY2,10/1/2015,0.05
A021RY2,10/1/2015,0.27
A255RY2,10/1/2015,0.25
A656RY2,10/1/2015,0.03
A822RY2,10/1/2015,0.1
A823RY2,10/1/2015,0.03
A824RY2,10/1/2015,0.03
A997RY2,10/1/2015,0.03
A788RY2,10/1/2015,0
A825RY2,10/1/2015,0
A542RY2,10/1/2015,0.02
A798RY2,10/1/2015,0.02
A829RY2,10/1/2015,0.07
A991RY2,10/1/2015,0.02
A799RY2,10/1/2015,0.05
